,collection_ids,collection_name,collection_poster_path,collection_backdrop_path,collection_movie_ids,collection_movie_titles,collection_movie_backdrop_paths,collection_movie_poster_paths,collection_movie_release_dates,collection_movie_popularities
782,523855,The Equalizer Collection,/lq0Ledkl44xhnr1C15AiqbprAAi.jpg,/snZcRgLGgdB7VBDVeGVSdDFRlid.jpg,156022|345887,The Equalizer|The Equalizer 2,/hEJ52KqwOmyRpcihs10h7xOwN7e.jpg|/z7noaCJ4KtmhwHw7QcNtnMMo4Qy.jpg,/2eQfjqlvPAxd9aLDs8DvsKLnfed.jpg|/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,2014-09-24|2018-07-19,41.301|102.326
783,212562,Jump Street Collection,/n2YH0R0TK5g5APvWwBhhdGDR6BM.jpg,/iiAbTNYXpMadPDH4MkjUoJzcGn4.jpg,64688|187017,21 Jump Street|22 Jump Street,/uOpFdld7CIifSEoGuRVgWqaeyFs.jpg|/9NmTVqQ9f2ltecPZgXIj4Bk2c6s.jpg,/mH6xazzfGdszadd1Xy9JgdZYvn1.jpg|/gNlV5FhDZ1PjxSv2aqTPS30GEon.jpg,2012-03-12|2014-06-05,17.24|10.862
784,378453,Henry Fool Collection,/bMtc0hvfRwPuSBAamumTMU0zOv3.jpg,/8k7CTsbyL9usdSph3iHIwzC6iQ8.jpg,37410|24200|283536,Henry Fool|Fay Grim|Ned Rifle,/aN0K5b2ShIlWXBkKDEcfYTlbLB8.jpg|/w7OBMXy5veHG6qgNbGRkhezSwHy.jpg|/5u8KM2tH891j1dP1RryEaEi2zQI.jpg,/qo9xAVG0obbFQAIlDCpoL7plhpz.jpg|/pgVzuEGB0jrei63LJsNONJ9HajB.jpg|/jNrypqwiZwkpoicEVb2XxPPKuyI.jpg,1997-09-07|2006-09-11|2014-09-07,2.494|1.993|1.558
785,9818,Mortal Kombat Collection,/vpXyAxrNUcLec1HkA6w4mJlOXhO.jpg,/qD3efz57VGNywAN4lTvgz3FHnBb.jpg,9312|9823,Mortal Kombat|Mortal Kombat: Annihilation,/mOIvM0pQA7J9I0Caai0zTPxnE3f.jpg|/78bJIN0a9Upl5VfD07Wgc9YwQFq.jpg,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg|/rV6gISHgfmppOJ41UNFlAvNg9ZI.jpg,1995-08-18|1997-11-21,10.871|8.338
786,443996,Ghost in the Shell: Stand Alone Complex,/beAUB3mXb94rjJDYgEnlU4aUgvd.jpg,/sD5JkMG9J7PFH6fwWta2RaL4mZy.jpg,18874|18839|111224|446699,Kôkaku kidôtai: Stand Alone Complex - Solid State Society|攻殻機動隊 Stand Alone Complex The Laughing Man|Kôkaku kidôtai: S.A.C. 2nd GIG - Individual eleven|Kôkaku kidôtai: Stand Alone Complex - Solid State Society 3D,/fH5oiUyCzw1ut0iaZ9OIw1pELU6.jpg|/l09pMW9SJHZUMNYRYecaeh7r4EC.jpg|/qAn8Q5Uwbj7CPXMyMrBTdZepdNd.jpg|/kBsbx3drXfbzXWfFYYUjXxDSlRj.jpg,/pHekY1c4i3ajbOZMfHLt1zqzzZD.jpg|/vUWRz8C7mgMMxI1dZhwgumcVFjB.jpg|/uXT8XDWZwGax4FqmEQGjpajzcKO.jpg|/w62Mkq3rsEBoCMYGuuXY3VSxZCs.jpg,2007-02-23|2005-01-01|2006-01-27|2011-03-26,7.652|5.436|4.728|0.985
787,93791,Anchorman Collection,/bxMWAN2eJuf09WKm2Gijkel4yJz.jpg,/eUU6edsZcr7I0AO8rHcB3vQwcOH.jpg,8699|9965|109443|490986,"Anchorman: The Legend of Ron Burgundy|Wake Up, Ron Burgundy: The Lost Movie|Anchorman 2: The Legend Continues|Anchorman 2: The Legend Continues Continued",,/hafNeozn8Q4K6enP2ux5MTMCHjH.jpg|/qr7vG1wXbAw8PPGdgoRK7pZ7MIg.jpg|/66HbvNKmfxYoOHAp1IVIYQsFoeA.jpg|/xfeuvdflEsRc8iigG7YzAHEfUT5.jpg,2004-07-09|2004-12-28|2013-12-18|2014-02-28,14.818|4.827|9.541|0.629
788,110177,Goal! Collection,/jaUSrep1RTzr73QPN3DNkW4LiRn.jpg,/mKTYkGMseCEFXuZ4CjuZ00xXRCd.jpg,9763|9815|19139,Goal!|Goal! II: Living the Dream|Goal! III: Taking On The World,/d6M6G6pKIX97hp236KlrDh5uO7P.jpg|/6AKN1xl7CnEQx77PAALqXIp0nW3.jpg|/oc1L7IlvWuWJs5mXaT5HoXbzbsY.jpg,/wMHXE4qkxBdaahCNhCK2wPJHRKD.jpg|/sKKej989oVbZahldAkrMVmyB8pU.jpg|/ak5yYUtaZ7yoe2SesHXi7sjBp5V.jpg,2005-09-29|2007-02-09|2009-01-01,8.256|7.874|3.934
789,91746,Bill & Ted's Most Excellent Collection,/ffCa2h3qW55YthUbz6gsGnkaCes.jpg,/22AGOxmG9DAC1gUbLWnA0OcNbqh.jpg,1648|1649|501979,Bill & Ted's Excellent Adventure|Bill & Ted's Bogus Journey|Bill & Ted Face the Music,,/b2yKJ1STPklVSRtso2Tg4TPXK7u.jpg|/q8ssJWstfsWHmmFdigDk4r3l5gM.jpg|/xiagOZmMtDZRw7WzVxWZNNmrzMJ.jpg,1989-02-17|1991-07-19|2019-12-27,10.6|8.612|1.4
790,110179,The Cutting Edge Collection,/7lOnyfxZUMq7lNsCKPvvArxT77Q.jpg,/1CMP0sHnVkAMZTjXAWeRZcwoYZ7.jpg,16562|14872|15088|40080,The Cutting Edge|The Cutting Edge: Going for the Gold|The Cutting Edge 3: Chasing the Dream|The Cutting Edge: Fire & Ice,/lGq3a5jvz2UAj0VkSUrHVYguyzj.jpg|/mqRBPK0WVKhDqZBnKmmVi4eXbry.jpg|/1Sd3diy4X6uQP7lv0hdSgWdwsF2.jpg|/sqMHLzE51TorT432JHL5DsyopIs.jpg,/uYt9yRRgUShPq8RwA8373wMBN0c.jpg|/9aIics8ktf1u8tDQCfbvRIA0wK3.jpg|/al54tnLbGVsJutgwMmThKqfYdVS.jpg|/wQmauHdo0gGAAe7W7AggFXJJkv5.jpg,1992-03-27|2006-02-07|2008-03-16|2010-03-14,5.856|6.276|5.689|5.524
791,140910,All Dogs Go to Heaven Collection,/nwd1Vu3E4A23vIUFAvPVNu00vdV.jpg,/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg,19042|11497|51985,All Dogs Go to Heaven 2|All Dogs Go to Heaven|An All Dogs Christmas Carol,/rOn7Avuue15trxMmrJvJeHUNIsV.jpg|/pKaXWFXFYG2NDimnb4wsGsZSl6Q.jpg|/nC5Nl6bwsfsJMwnYwKY652mnoNM.jpg,/dvdgrf98ElyJAnTGbYiW707FJ3G.jpg|/fb6CRpryYQB5eqjohSnLbjHxJQK.jpg|/uojwU0ZGZa1hJ2GLrbG5FI3SHnR.jpg,1996-03-29|1989-11-17|1998-11-17,7.779|10.746|4.439
792,374384,Stepford Collection,/v8MNQQkU5B2WJbvXLZHsvWiHFTx.jpg,/m2kiyzpDeHx3L3HsIXBcHCXPbhm.jpg,12223|112703|137533|137540,The Stepford Wives|The Stepford Children|Revenge of the Stepford Wives|The Stepford Husbands,,/mQLrg6WXgJgcEwn5G11y3eDIBJE.jpg|/sIw19DFlWB6ik1dGSfe25doa7D3.jpg|/2xRBNPJ9gpN5pQdyj3KUBUD9UIw.jpg|/3Q8xP92zDf2Ixv8QrWavOaaue9M.jpg,1975-02-12|1987-01-01|1980-10-12|1996-05-14,7.122|1.86|1.848|1.121
793,374386,Anglo-Zulu War Collection,/vTMH9piXnVkiSXKlwodvAfMAfRu.jpg,/5OvHS4IwrLLTQhjm3QN9Js9d953.jpg,14433|18061,Zulu|Zulu Dawn,/aOFQuHES387mUGLxTDpTc4zD5Yf.jpg|/Wm0gjfAOi1kOMGILTZJJk5krPU.jpg,/43ddKmYjzNrvS7xvHVwtq03N6xP.jpg|/57Yr5Es4dk2udRY2R9iDVjSkk6q.jpg,1964-01-22|1979-05-14,8.587|7.515
794,126580,One Missed Call Collection,/gzyRPYJz8UEKAhhzEqbDu53RkwY.jpg,/p5Vwy8xLo7AQqpNN0vlawQbqJDd.jpg,55470|9694|14021|6933,着信アリFinal|着信アリ|着信アリ2|One Missed Call,/izcUx1hQ2L0cTkmeW2uSInpD8Jy.jpg|/jJi66aacu5lYb7FREM02wotbTp4.jpg|/2X9q3pAvZFnA2pUk28BMoiRmtCN.jpg|/nLYWGdr9gYwI9Y95K8ehIcV4EXS.jpg,/wwVeYBEr43r7GU3UYa5WLEdhTZi.jpg|/3x0PDN2CRp2Vl3Wn9JRXDZQdVHJ.jpg|/mbEtfU4WcwKG84dHpSPJV9KZTqq.jpg|/qdGRVppdGVzV0P8fa8c9Aeae3J6.jpg,2006-06-24|2003-11-03|2005-02-05|2008-01-04,5.249|7.337|4.562|6.201
795,294519,The Shaggy Dog Collection,/qCX60rYHFm8T8ffinuMq0cDM3iI.jpg,,15944|15943|293777,The Shaggy Dog|The Shaggy D.A.|Return of the Shaggy Dog,,/d5KQS3ZFefJtgu7lISwl0IhSPs.jpg|/5VkrpV2doDkFlIUg34MhDXJlFrC.jpg|/9WuKSRpb0bqT7G69JCYBPOcQ7df.jpg,1959-03-19|1976-12-17|1987-01-01,2.811|3.146|0.87
796,102008,Another Gay Movie Collection,/wpiTGGOmrAUWvxfIYStNfy32U62.jpg,/jhQG23R7yBtrWU9CV6konHkRkjd.jpg,12795|15706,Another Gay Movie|Another Gay Sequel: Gays Gone Wild!,/eivm9fvenuTJZxdiQzyLKRUqeLz.jpg|/sju6TJhwlCEChoFHC3ZezJtMrk2.jpg,/x2YpUSvTXBMfUeA4IlvvtlfCjjy.jpg|/axMXRu3ZE3f4ls0vG1xfgFV1Qh9.jpg,2006-04-28|2008-11-06,4.773|1.881
797,1657,Zorro Collection,/ziQDmVR3VE0hC0GDWgaQwz0H3Ff.jpg,/wZCWCe4jPJz04dvVGLQ8TtOq9Js.jpg,1656|9342|18450,The Legend of Zorro|The Mask of Zorro|Zorro,/iRD5SBgro8MRmcU9Y4JNJxYmh3k.jpg|/zQu6bClLL0wnrHDlQYA43wtSiWg.jpg|/dac5cwjFaxoviecPC3ncKBI9ayr.jpg,/duZDsuIA2uX93Vujtm89oHeTFqE.jpg|/QBxafkXiqUadYWsVZGhi8qyPT6.jpg|/s62BV8fQn7FR9G8K1P6sgh2obev.jpg,2005-10-24|1998-07-16|1975-03-06,11.341|10.765|4.352
798,339577,Grindhouse Collection,/sWUxopG2KTIn4ve8v0SlbAzLGaz.jpg,/f6CqIpHJLCqmd4VgytKymKl0JEF.jpg,1992|1991,Planet Terror|Death Proof,/a2zIKDg5QGFc2vzdaPXT7uZKipe.jpg|/lnxiNlbStoBT4CDMqPAdprS5pwN.jpg,/7Yjzttt0VfPphSsUg8vFUO9WaEt.jpg|/nyQBcpxqS4im2akQlWG9Y1oeM2V.jpg,2007-04-06|2007-05-21,14.575|11.459
799,562816,Teddy Bear - Collection,/xh71ngqODhmC4irn19AVBeP2cqS.jpg,,31407|57721|107793,Miś|Rozmowy Kontrolowane|Ryś,/5v3ienj0vdLgo275qjATWJTR6FX.jpg|/gHCmEsk5aC44LngnFvnhB5qXReY.jpg|/ntIvDh5xMuaTj9vURuArEsVEuft.jpg,/A7MJqldpHGjWVl5ocWLC1m9IRrM.jpg|/CsgLKor6aaSD7fHiLmbewXwKuu.jpg|/s7Rjn8koMDOEm4NXQJEjhkQ2qXF.jpg,1981-05-04|1991-09-29|2007-02-09,0.75|0.6|2.223
800,104068,Tales of the Four Seasons,/hfKh2kHAHLuLleJjPiVjPYu16IS.jpg,/cbG4r8Xc0ZOILiCeiHipyhotr9p.jpg,28213|10241|37563|10239,Conte de Printemps|Conte d'hiver|Conte d'été|Conte d'automne,/fILEgLurNhIVlKgiGpeGbGsMS8A.jpg|/rxkgngC4FORI52Vvfz5ek1fAPgF.jpg|/wjtj4sS6Pqr0ZSl8FRkg8qu83Y8.jpg|/x2EAE7s57zQi4daOobsXPjKL3Xi.jpg,/ya3VK6ME8a1ObBD7bb92H4Li03Q.jpg|/ft9ap8a9eHdm3l69RxaN0DJE4vh.jpg|/yqffliGk5SVOlGzqLF2TniEkq5n.jpg|/bTTclRpu2tK8KhTd5xe0C7FUsz.jpg,1990-04-04|1992-01-01|1996-06-05|1998-09-07,1.765|2.775|3.236|2.454
801,282246,Mickey's Upon a Christmas Collection,/2G4LF7WyiDNla6kWhhZb9RNB1j1.jpg,/vGbr9Zhk191rUd15ABhvyb30o6g.jpg,15400|13378,Mickey's Once Upon a Christmas|Mickey's Twice Upon a Christmas,/txLoYcQtKKyGmqik1HRyW2Uv6CY.jpg|/it2VjKfMblvKA9Jf9Qy4msgXvZw.jpg,/hPXSWiuYdJXHtcDS5wluYWgZldE.jpg|/8RTPZ3i7sGWFg4rD6KFptkbniLJ.jpg,1999-10-31|2004-01-01,11.472|11.566
802,173710,Planet of the Apes (Reboot) Collection,/afGkMC4HF0YtXYNkyfCgTDLFe6m.jpg,/uRRPDjkcavi8HuSYGiqOsLJefhL.jpg,61791|119450|281338,Rise of the Planet of the Apes|Dawn of the Planet of the Apes|War for the Planet of the Apes,/oxrovtv9Yo9snk4WLM0bK0SCRES.jpg|/r3IsWMkIGO20NP3Zcm5HFqBW6w5.jpg|/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,/esqXMJv6PiK7GJVRwd2FA3SZUoW.jpg|/qL0w9X1dVT3dnkZg3SrYtPFUHMs.jpg|/n9sZe4fXA4mF5YW4BlTmspRaUGy.jpg,2011-08-03|2014-06-26|2017-07-11,20.587|40.436|25.995
803,530064,The Shining Collection,,,694|501170,The Shining|Doctor Sleep,,,1980-05-22|2020-01-24,19.976|1.518
804,312977,Iron Sky Collection,/naglSR1dCuhpX0MHjSa4Cb9YObm.jpg,,10679|302349|402101|490401,Iron Sky|Iron Sky: The Coming Race|The Ark – An Iron Sky Story|Iron Sky: The End Game,,,2012-03-10|2019-01-16||,6.382|2.724|0.6|0.6
805,267922,The Hills Have Eyes (Original) Collection,/AbGcpZEihHoR0M7Ls2qTPX4HF60.jpg,/3Tezeh4KTsqPqFKqatjtd3cAjMk.jpg,12262|18477|8771,The Hills Have Eyes|The Hills Have Eyes Part II|Mind Ripper,/cIlLMj1YFlVj2xCfKEcgZ38p3Df.jpg|/jLHosrVbjzQCdZfniiXxyYBnbUo.jpg|/c43RGUQCKIVbwU50Y1tVuPq2lqf.jpg,/5vt8y3X9C77r4sTFqH7D5tqAjGL.jpg|/5rVCjl4D3jigaaMx0Nv6IqRu08H.jpg|/yhjTygYHeLg0LDTHPq1TgRjmeJr.jpg,1977-07-22|1984-06-01|1995-10-08,9.969|3.478|3.191
806,95891,In China They Eat Dogs Collection,/ws7sHs7oVSoVgrLTlEitJ2mJGR8.jpg,/jeH6MaDD1CnZ8TLupBAi0DYWn2F.jpg,10751|250,Gamle mænd i nye biler|I Kina spiser de hunde,/uLI7FeINOWhn8r48wq8TjXQHOVD.jpg|/d5ph63IVwFEGEpG3hpAY7anI8LV.jpg,/gz459nMTYhiwkbLyNXm4nshJ6OE.jpg|/zuKjvs3IUvdNbMwqcfdHCGeyKt1.jpg,2002-07-12|1999-09-10,4.166|6.471
807,448150,Deadpool Collection,/30c5jO7YEXuF8KiWXLg9m28GWDA.jpg,/dTq7mGyAR5eAydR532feWfjJjzm.jpg,293660|383498,Deadpool|Deadpool 2,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg|/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg|/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2016-02-09|2018-05-15,35.392|51.599
808,91799,Tremors Collection,/dCeNEdBgkpXMIAndv02JI3DXzKj.jpg,/87K8X2WixRlR3LxzeydW83N7nM0.jpg,9362|11069|10829|10891|339530|496704,Tremors|Tremors 2: Aftershocks|Tremors 3: Back to Perfection|Tremors 4: The Legend Begins|Tremors 5: Bloodlines|Tremors: A Cold Day in Hell,/yUgmWnxcPYoonOQfrax5CfIYvDU.jpg|/2bDHsCIznQT0ZS6SdsTnJS4fPvV.jpg|/dPGIIakcRuuPVRrnFFwzwKdeREu.jpg|/qDHB0BNTAdiXC1e4wAp8waABlES.jpg|/86gcT2Py9GLStQqnOEBosJ9acse.jpg|/wM8jwEINJGaIGlUEakYLfPz7cTe.jpg,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg|/paM021FyQsgsErxRa7ywRz7EQCv.jpg|/cC9z8aQMtuxdTfvRzM9MHGCo8A1.jpg|/gHyIHWdPkO7Sh06fjxcmT9q6HLm.jpg|/6VsHLBuVaTKXSYHqdCCgZWIYvrp.jpg|/aFOdiHaRjeTmHG67e5B7md2Q1cq.jpg,1990-01-19|1996-04-09|2001-10-02|2004-01-02|2015-10-06|2018-05-01,9.905|11.479|8.512|8.501|8.225|13.618
809,52888,The Visitors Collection,/tqLSEkKYdkFCqsNHP1v9pnr0sl.jpg,/ywYnkeaa7LZBU1bW8zavPwzve4X.jpg,11687|10353|248705|56715,Les Visiteurs|Les Visiteurs 2 : Les Couloirs du temps|Les Visiteurs: La Révolution|Just Visiting,/br7ixyPHNpBJt96j5f6vcKbRkdQ.jpg|/34LXoUgXYiKnznThMadXQwfhlPv.jpg|/iWPB2LCyteXEwnRQak8IZqSCoC4.jpg|/1b7vzPOeRylX6LQBEbC9ZXvOF2f.jpg,/tKCeoKQzf5kwaAMBkfhLyphuJeL.jpg|/w8JwWuXR43N1SapEVnU1hWoxJNd.jpg|/2tR5dfWONNPCjW3Th2RFk2DuLsY.jpg|/HCvGblUEWpo1FlNHVFQCvYTLnK.jpg,1993-01-27|1998-02-11|2016-03-23|2001-04-06,10.345|8.242|6.023|9.325
810,138908,2 Days In... Collection,/ffwnytEmZsWSZmb8BH7BblRVBfR.jpg,/gzj0bdcB3zZ6u5JSfFBd2TRCcAz.jpg,1845|84165,2 Days in Paris|2 Days in New York,/nFvHW9MvE8NX3I69Lbe7flPTgFh.jpg|/elPyr3cf15yMGAQdkaNbzX0gdLK.jpg,/4yf8vcgJtADTTPP0Ltq2KhqLfdE.jpg|/7Zo1oQ7ssDfT3OKUAWqu9TD4J0H.jpg,2007-02-09|2012-03-28,6.033|5.825
811,9887,Species Collection,/t5J0JH1L8L7CmtC3sL3K2ybgTbE.jpg,/vnpcoCTZhg1EdEog1kAS0pklx1o.jpg,9348|9711|10216|15212,Species|Species III|Species II|Species: The Awakening,/3dWSyYEdcmvNjzwIPy4sPHjdJpw.jpg|/cwaMiFynGzLWdChLvPw357dmobU.jpg|/gu5vJjupYwA4VTgtVrJKOoLYAbD.jpg|/vyPti4O5V5tjvrL6nXb2ZW4e9iM.jpg,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg|/3D3hWEHLH4YVLsUkXzEZXHHOuFq.jpg|/3GwIEvxwMcU9tZO6RqkKHVPDn5z.jpg|/nal9jPN9i003ntgIebR3JmMFVKj.jpg,1995-07-07|2004-11-26|1998-04-10|2007-10-02,9.771|6.926|9.918|6.251
812,9888,Home Alone Collection,/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg,/cYS2aWxECESUN2OS3JiLrKMmOko.jpg,771|772|9714|12536|134375,Home Alone|Home Alone 2: Lost in New York|Home Alone 3|Home Alone 4|Home Alone: The Holiday Heist,/vUyDnfk7DHaozfl1cXFh6PzbUW4.jpg|/dS1EMlZK8Axj5wrgRpWGLOb85KN.jpg|/gt8Pe0H2kdm99yuHYDs8goKbTkn.jpg|/xcM06BgNt3cpIVUHRCTTxwo4JJh.jpg|/lZxZGLCFWYKeRXcExxIXALRbF0m.jpg,/5Lo3sWuvbO4AnrAHYBgB5U1Opqd.jpg|/ezGcLFTvwR64I3Z7RqHnXRFet4r.jpg|/z6ugEdjGuY4qcX1ymdV2CTVSvKN.jpg|/359bHILkiD6ZVCq6WoHSD0UuJQV.jpg|/XPbba0kfQkLWjkttnPFPzSf09a.jpg,1990-11-09|1992-11-19|1997-12-12|2002-11-02|2012-11-25,1.186|20.151|49.191|13.622|13.43
813,534180,Dead River Collection,,,24868|65599|529149,Offspring|The Woman|Darlin',,,2009-02-05|2011-10-14|unknown,1.941|6.617|0.84
814,173738,Fanthagirò Collection,/t8TwvX5vP1Dukd5regdITIotQK.jpg,,159704|173727|173731|173736|173737,Fantaghirò|Fantaghirò 2|Fantaghirò 3|Fantaghirò 4|Fantaghirò 5,,/zJWPlEtNSrBNQ55jIGcXbbOStiy.jpg|/vp6OyctN5Q8Ch0CJPmROLrBdaQ7.jpg|/nJq6Z3urS5kRevps8EUa6JMz5aE.jpg|/wtsCa1U5SqZ3rfK4uTG1y4gkuXY.jpg|/cnPagm5Ae71UJFsGI8wCDuaX5N2.jpg,1991-12-22|1992-12-20|1993-12-20|1994-12-19|1996-12-20,4.922|3.513|3.839|3.513|2.558
815,1709,Planet of the Apes Original Collection,/7OvC0TNbINmhfEmi3lMYEnGWNOr.jpg,/eYf3GRnuVCgeFQfEo0qK7ua5rCR.jpg,871|1685|1687|1688|1705,Planet of the Apes|Beneath the Planet of the Apes|Escape from the Planet of the Apes|Conquest of the Planet of the Apes|Battle for the Planet of the Apes,/u4s4b3xRz5gOHwzO2KneDqIl7Bf.jpg|/cBa7Bt42lyVhCmc65MieMdVIQ6h.jpg|/ky9wlRARSDYgHVWU39iXCappHLx.jpg|/d1eNYl1qVRFVR0xWFSefb2C6QWa.jpg|/kz5aml9pRPFg9oTCSViyJXSKbCW.jpg,/hjRLPGCbADVsSaa26pdjV0qlSjt.jpg|/t7uNeDyWszBxLSshlDT8oN1Uy4a.jpg|/22qH0U8KolLkpbgik0uUtNZWHZn.jpg|/sg7NpXmVbYCWEHjSXWS41VQ2wL7.jpg|/2tx8XXPU6lSerxDnIhYwror52LV.jpg,1968-02-07|1970-05-01|1971-05-20|1972-06-29|1973-06-15,13.176|9.005|7.643|6.655|7.979
816,192174,Crows Collection,/cCk7eolipCWIGb9AJcnvraHRUCr.jpg,/gO7rOvpYIRFPoMZgMq6EZkznmBc.jpg,14943|25716|253451,クローズZERO|クローズ ZERO II|クローズ EXPLODE,/1QJACRXDlPK8apU83psOhOr8oxd.jpg|/myv1ClDRhzixV2KZJGrYCNkOmPn.jpg|/5BVPwRfZEFmKQqreSDUi0m2isZQ.jpg,/2uaIHe0hDbUjBMv4l4eqr3GPTXr.jpg|/xHRzuBpohTCQ8ve0PB2oxujLuE5.jpg|/4g4M16pXdr6JKYDDtEfNTzG9xb0.jpg,2007-10-26|2009-04-11|2014-04-12,9.766|6.643|5.82
817,44722,Munna Bhai Collection,,,19625|21461,मुन्ना भाई एम बी बी एस|लगे रहो मुन्ना भाई,/p7D32wWWyxfCz720PXxs3Lxv6cs.jpg|/sjGOAiXyTA5IAXYBOmD50Hvn1Xs.jpg,/zWm8tivdcDyfUubdGvM5h42XFgA.jpg|/pMoC48VphGIfavPi5CPN01wiNIO.jpg,2003-12-19|2006-01-01,8.157|4.917
818,179892,Kick-Ass Collection,/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg,/fYMsCXEMguNlSORJIHydfBgOnty.jpg,23483|59859,Kick-Ass|Kick-Ass 2,/ngPkB9K8ZpIjv8HpIC8ExqAfG6H.jpg|/fGuoOLZeM4elFV8CBcPCLMc1fwj.jpg,/yZFrniO6qSwjTCosStXweYtczGT.jpg|/pmdvrKYRdw7QxkLDaJzr6xMEqEZ.jpg,2010-03-22|2013-07-17,16.017|16.355
819,263866,Nuke 'Em High Collection,/eI4x4Sv2C4Et7Be2RCZY7EpNk0H.jpg,,26230|136585|36217|207680|26554,"Class of Nuke 'Em High 2: Subhumanoid Meltdown|Return to Nuke 'Em High Volume 1|Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid|Return to... Return to Nuke 'Em High AKA Vol. 2|Class of Nuke 'Em High",,/44mhArPirkssgA0wC1y4PYy6HU8.jpg|/aRKOXTVtnGRH2dhpJM2LziVb8zT.jpg|/ajOuSRaIBNtBwTgNj23g3bAjSir.jpg|/5FwT1kCbuaW6x9SwnDnpN0r36hK.jpg|/mSwophQFXDaCjxRWhyZaP79Si4M.jpg,1991-01-01|2013-05-16|1994-01-01|2017-01-15|1986-12-12,2.248|4.173|0.6|3.74|4.886
820,167613,Alvin and the Chipmunks Collection,/fLvRQcuk5ZFKnDvUC553XK3OnPC.jpg,/qI483yHct3PBtIiOH3K3SVNUDq5.jpg,6477|23398|55301|258509,Alvin and the Chipmunks|Alvin and the Chipmunks: The Squeakquel|Alvin and the Chipmunks: Chipwrecked|Alvin and the Chipmunks: The Road Chip,/9gm6655C6a3M6hJt0MQ180gmd8.jpg|/fltrFAIcNp8Ut41DpAHQRVdmn7I.jpg|/oYbnINkS2ZMEjaAFKse2nOa4Uvg.jpg|/rM6rTJ2RgMTI9SXdQKVm4rPnzVc.jpg,/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg|/1vfj6gsWDXYmIgjA9FphmvRKnJj.jpg|/31IPWvH2l4ycyK8EsMOmmwiJC7n.jpg|/Lg83xE4X2EBiXkA1ZCu6dFOjSx.jpg,2007-12-13|2009-12-21|2011-12-14|2015-12-17,13.728|15.911|11.361|12.594
821,349889,Robot Jox Collection,/rOlykrvYtxO3Aia3vJcrrZnFvFH.jpg,/oaCfYCt14cNBNTtMtgDPxCWoP0T.jpg,15618|40487|38237,Robot Jox|Robot Wars|Robo Warriors,,/2IdkCMfo5GO3LD2KsGczDFdVxYp.jpg|/g24lVEBRzN0Wu1OBRo5x1IAgclp.jpg|/tnYnUwK7mEKiC41bnHY6BdpQZf5.jpg,1989-10-01|1993-01-01|1996-01-01,3.406|1.4|1.4
822,464577,The Croods Collection,/ngKY2KzudNpC7j8a0OWjJRY0tHv.jpg,/8MjzBahFKCuQbwytpPPds7qboQa.jpg,49519|529203,The Croods|The Croods 2,/vg2hf8eAZhULxtQRS87CbrH2WMQ.jpg|/8TAXIx3OvfyFt8JpFPYSEb5Gfwx.jpg,/eHi3Nbgh6Cs2KiIyEMF4Ig4CdjX.jpg|/awMTvMGXu5uS2y38olA1Ho0NZ8G.jpg,2013-03-20|2020-09-08,16.649|1.4
823,1733,The Mummy Collection,/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg,/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg,564|1734|1735,The Mummy|The Mummy Returns|The Mummy: Tomb of the Dragon Emperor,/7rz4sMD7Ku0E4KIqYezxoiSzTMj.jpg|/zlHeYjpHrHLpH4ylN5xYRdr7NlB.jpg|/caB8JFUigSHdGsdxOxaK4vZtOiN.jpg,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg|/hioiYUZVIuYIhagDGhIAjyNEUu0.jpg|/53hrZvxiV3HgG6pdhuMeErIc7Hg.jpg,1999-04-16|2001-05-04|2008-07-01,20.373|20.703|13.634
824,179919,Percy Jackson Collection,/fimFFNm5LTSTaYcQEbjrFXT4rgo.jpg,/a7ptPlBghCbXkLaeSro6bNXFfIe.jpg,32657|76285,Percy Jackson & the Olympians: The Lightning Thief|Percy Jackson: Sea of Monsters,/uHQzRMqhs1bA1fLEP6J1Qc19Nfg.jpg|/3NK02PLJSs01SY1hsXUAcqbG3WP.jpg,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg|/k1bhUW7XM5X0yD3iewAEvloFBEo.jpg,2010-02-01|2013-08-07,13.696|11.281
